35.32249,25.13574
35.3221,25.13568
35.32207,25.13567
35.32205,25.13566
35.32203,25.13564
35.32203,25.13564
35.32204,25.13556
35.32205,25.13534
35.32207,25.13508
35.32209,25.13482
35.32209,25.1348
35.32211,25.13448
35.32213,25.13417
35.32213,25.134
35.32215,25.13363
35.32215,25.13325
35.32215,25.13317
35.32215,25.13313
35.32215,25.13303
35.32214,25.13293
35.32213,25.13278
35.32212,25.13262
35.3221,25.1323
35.32209,25.13214
35.32207,25.13189
35.32206,25.1317
35.32204,25.13148
35.32201,25.13111
35.32196,25.13046
35.32195,25.13033
35.32194,25.13015
35.32193,25.13002
35.32193,25.12988
35.32192,25.1297
35.32192,25.12959
35.32192,25.12951
35.32192,25.12942
35.32193,25.12935
35.32194,25.12927
35.32195,25.12915
35.32197,25.12906
35.32198,25.12901
35.322,25.12897
35.32204,25.12883
35.32209,25.12866
35.32212,25.12857
35.32214,25.12849
35.32214,25.12849
35.32164,25.12782
35.32155,25.12769
35.32149,25.12761
35.32146,25.12757
35.32141,25.12752
35.32131,25.12743
35.32126,25.12738
35.3212,25.12733
35.32112,25.12728
35.32108,25.12726
35.321,25.12721
35.32096,25.1272
35.32093,25.12719
35.32091,25.12719
35.32089,25.12719
35.32083,25.12718
35.32072,25.12718
35.3205,25.12718
35.32044,25.12718
35.3204,25.12717
35.32035,25.12716
35.32022,25.12714
35.32001,25.12708
35.32001,25.12708
35.32008,25.1268
35.32016,25.12649
35.32024,25.12612
35.3203,25.12588
35.32038,25.1256
35.32041,25.12549
35.32047,25.12525
35.3205,25.12513
35.32057,25.12487
35.3206,25.12479
35.32062,25.12472
35.32065,25.12464
35.32071,25.12448
35.32098,25.12391
35.32104,25.12377
35.32109,25.12367
35.32127,25.12323
35.32142,25.12285
35.32142,25.12285
35.32123,25.12261
35.3209,25.12221
35.3209,25.12221
35.32104,25.12183
35.32153,25.12058
35.32179,25.11997
35.3218,25.11994
35.32195,25.11956
35.32204,25.11934
35.32212,25.11913
35.32223,25.11887
35.32228,25.11875
35.32231,25.11868
35.32234,25.11861
35.32239,25.11852
35.32245,25.11839
35.32251,25.11828
35.32253,25.11824
35.3227,25.11794
35.32285,25.11768
35.32285,25.11768
35.32285,25.11768
35.3229,25.11759
35.32309,25.11726
35.32354,25.11649
35.32362,25.11636
35.32366,25.11629
35.3237,25.11624
35.32373,25.1162
35.3238,25.11613
35.3238,25.11613
35.32394,25.11626
35.32401,25.11633
35.32415,25.11649
35.32427,25.11661
35.32446,25.11681
35.32464,25.11699
35.32475,25.1171
35.32482,25.11716
35.32487,25.11722
35.32494,25.11727
35.32497,25.11729
35.325,25.11732
35.32503,25.11733
35.32506,25.11734
35.32508,25.11735
35.3251,25.11735
35.32513,25.11736
35.32515,25.11735
35.32518,25.11735
35.32521,25.11734
35.32524,25.11732
35.32533,25.11729
35.32537,25.11727
35.32539,25.11726
35.32541,25.11725
35.32543,25.11725
35.32544,25.11725
35.32545,25.11725
35.32546,25.11725
35.32548,25.11726
35.3255,25.11727
35.32552,25.11729
35.32554,25.11731
35.32556,25.11733
35.32558,25.11736
35.32561,25.11741
35.3257,25.11755
35.32571,25.11757
35.32573,25.1176
35.32574,25.11763
35.32575,25.11766
35.32576,25.11769
35.32577,25.11773
35.32579,25.11779
35.3258,25.11784
35.32581,25.11787
35.32581,25.1179
35.32579,25.118
35.32579,25.118
35.32597,25.11773
35.32607,25.11757
35.32617,25.11741
35.3263,25.11717
35.32673,25.11636
35.32679,25.11624
35.32682,25.11619
35.32685,25.11614
35.32691,25.11606
35.32698,25.11598
35.32711,25.11585
35.32725,25.1157
35.32735,25.11559
35.32745,25.11549
35.32748,25.11546
35.32748,25.11546
35.32748,25.11546
35.32754,25.11541
35.32763,25.11532
35.32763,25.11532
35.32771,25.11549
35.32773,25.11553
35.32775,25.11556
35.32777,25.11558
35.3278,25.11561
35.32783,25.11564
35.32787,25.11568
35.32802,25.11583
35.32804,25.11585
35.32846,25.11624
35.3286,25.11637
35.32867,25.11645
35.32873,25.11651
35.32879,25.1166
35.32885,25.11671
35.32889,25.11679
35.32895,25.11691
35.32901,25.11708
35.32906,25.11726
35.3291,25.11741
35.32916,25.11763
35.32917,25.11766
35.3292,25.11777
35.32922,25.11788
35.32922,25.1179
35.32924,25.11799
35.32924,25.11805
35.32925,25.11811
35.32925,25.11816
35.32925,25.11827
35.32926,25.11864
35.32926,25.11907
35.32926,25.11907
35.32895,25.11912
35.32895,25.11912
35.32893,25.11913
35.32892,25.11914
35.32891,25.11915
35.32891,25.11916
35.3289,25.11917
35.3289,25.11919
35.32889,25.11921
35.32889,25.11924
35.3289,25.11926
35.32892,25.11932
35.32896,25.11934
35.32926,25.11945
35.32926,25.11945
35.32927,25.12021
35.32928,25.12029
35.32928,25.12036
35.3293,25.12045
35.32937,25.12083
35.32945,25.12128
35.32953,25.12169
35.32957,25.12184
35.3296,25.12195
35.32973,25.12224
35.33002,25.12288
35.33004,25.12293
35.33008,25.12303
35.33012,25.12309
35.33031,25.1234
35.33054,25.12378
35.33074,25.12413
35.33074,25.12413
35.33009,25.12485
35.32978,25.12521
35.32974,25.12526
35.32935,25.12572
35.32921,25.12587
35.32889,25.12622
35.32881,25.12631
35.32876,25.12637
35.3287,25.12643
35.32864,25.12649
35.32857,25.12655
35.32854,25.12658
35.32847,25.12664
35.32842,25.12669
35.32835,25.12675
35.32827,25.12681
35.32817,25.1269
35.32806,25.12699
35.3279,25.12712
35.3277,25.12727
35.32755,25.12739
35.32745,25.12747
35.32738,25.12752
35.32735,25.12754
35.32735,25.12754
35.32732,25.12757
35.3273,25.12759
35.32728,25.12763
35.32726,25.12765
35.32724,25.1277
35.32723,25.12774
35.32722,25.12779
35.3272,25.12794
35.32718,25.12812
35.32713,25.1285
35.32711,25.12869
35.32707,25.12906
35.32701,25.12954
35.32695,25.13006
35.32691,25.1305
35.32691,25.13056
35.3269,25.13064
35.32686,25.13108
35.32679,25.1318
35.32678,25.13194
35.32677,25.132
35.32677,25.13206
35.32676,25.13214
35.32676,25.13223
35.32676,25.13229
35.32676,25.13234
35.32676,25.13236
35.32677,25.13239
35.32677,25.13241
35.32678,25.13244
35.32678,25.13246
35.32679,25.13249
35.32681,25.13253
35.32682,25.13257
35.32682,25.13257
35.32656,25.13252
35.32627,25.13245
35.32576,25.13235
35.32526,25.13223
35.32491,25.13217
35.32482,25.13215
35.32477,25.13215
35.32473,25.13215
35.32469,25.13214
35.32424,25.13217
35.32377,25.13225
35.32363,25.13229
35.32361,25.13228
35.32359,25.13226
35.32359,25.13221
35.32358,25.13218
35.32356,25.13217
35.3233,25.13216
35.3233,25.13216
35.32331,25.13227
35.32332,25.13242
35.32333,25.13256
35.32334,25.13289
35.32336,25.13318
35.32336,25.13325
35.32335,25.13334
35.32335,25.13338
35.32334,25.13351
35.32331,25.13373
35.32325,25.13419
35.3232,25.13464
35.32316,25.13504
35.32315,25.1351
35.32307,25.13582
35.32307,25.13582
35.32295,25.13581
35.32267,25.13577
35.32251,25.13574
35.32251,25.13574
